Results for U.S. Representative
,
Last,First,Middle,Suffix,Nickname,Born,Death,Sex,Position,Party,State,District,Start,End,Religion,Race,Educational Attainment,JobType1,JobType2,JobType3,JobType4,JobType5,Mil1,Mil2,Mil3
Jacobs,Andrew,,Jr.,,02/24/1932,12/28/2013,2,U.S. Representative,Democrat,IN,11,01/03/1975,01/03/1983,Roman Catholic,Not specified,Professional degree,Law,,,,,Marine Corps,,
Jacobs,Andrew,,Jr.,,02/24/1932,12/28/2013,2,U.S. Representative,Democrat,IN,10,01/03/1983,01/03/1997,Roman Catholic,Not specified,Professional degree,Law,,,,,Marine Corps,,
Jacobs,Andrew,,Jr.,,02/24/1932,12/28/2013,2,U.S. Representative,Democrat,IN,11,01/04/1965,01/03/1973,Roman Catholic,Not specified,Professional degree,Law,,,,,Marine Corps,,
Jacobs,Andrew,,Sr.,,02/22/1906,11/12/1992,2,U.S. Representative,Democrat,IN,11,01/03/1949,01/03/1952,Not specified,White,Professional degree,Law,Public service/politics,,,,Did not serve,,
Jacobs,Christopher,L.,,Chris,11/28/1966,,2,U.S. Representative,Republican,NY,27,07/21/2020,01/03/2023,Not specified,White,Professional degree,,,,,,,,
Jacobs,Sara,,,,02/01/1989,,1,U.S. Representative,Democrat,CA,53,01/03/2021,01/03/2023,Jewish,Not specified,Master's degree,,,,,,,,
James,Benjamin,Franklin,,,08/01/1885,01/26/1961,2,U.S. Representative,Republican,PA,7,01/03/1949,01/03/1959,Not specified,White,High School graduate,Public service/politics,,,,,Army,,
James,Craig,T.,,,05/05/1941,,2,U.S. Representative,Republican,FL,4,01/03/1989,01/03/1993,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Janklow,William,John,,,09/13/1939,01/12/2012,2,U.S. Representative,Republican,SD,AL,01/03/2003,01/20/2004,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Jarman,John,,,,07/17/1915,01/15/1982,2,U.S. Representative,Democrat,OK,5,01/03/1951,01/03/1975,Presbyterian,White,Professional degree,Law,,,,,Army,,
Jarman,John,,,,07/17/1915,01/15/1982,2,U.S. Representative,Republican,OK,5,01/14/1975,01/03/1977,Presbyterian,White,Professional degree,Law,,,,,Army,,
Jarman,Pete,,,,10/31/1892,02/17/1955,2,U.S. Representative,Democrat,AL,6,01/03/1945,01/03/1949,Methodist,White,Bachelor's degree,Law,Public service/politics,,,,Alabama National Guard,,
Javits,Jacob,Koppel,,,05/18/1904,03/07/1986,2,U.S. Representative,Republican,NY,21,01/03/1947,12/31/1954,Jewish,White,Professional degree,Acting/entertainer,Education,,,,Army,,
Jayapal,Pramila,,,,09/21/1965,,1,U.S. Representative,Democrat,WA,7,01/20/2017,01/03/2023,Not specified,Asian American,Master's degree,Public service/politics,,,,,,,
Jefferson,William,J.,,,03/14/1947,,2,U.S. Representative,Democrat,LA,2,01/03/1991,01/05/2009,Baptist,African American,Professional degree,Law,Public service/politics,,,,Army Judge Advocate Corps,Navy,Navy
Jeffords,James,Merrill,,,05/11/1934,,2,U.S. Representative,Republican,VT,AL,01/14/1975,01/03/1989,Congregationalist,White,Professional degree,Law,,,,,Reserve,,
Jeffries,Hakeem,,,,08/04/1970,,2,U.S. Representative,Democrat,NY,8,01/20/2013,01/03/2023,Baptist,African American,Professional degree,Law,,,,,Did not serve,,
Jeffries,James,E.,,,06/01/1925,08/22/1997,2,U.S. Representative,Republican,KS,2,01/15/1979,01/03/1983,Presbyterian,White,High School graduate,Business or banking,,,,,Army Air Corps,,
Jenison,Edward,Halsey,,,07/27/1907,06/24/1996,2,U.S. Representative,Republican,IL,18,01/03/1947,01/02/1949,Methodist,White,High School graduate,Journalism,,,,,Navy,,
Jenison,Edward,Halsey,,,07/27/1907,06/24/1996,2,U.S. Representative,Republican,IL,23,01/03/1949,01/03/1953,Methodist,White,High School graduate,Journalism,,,,,Navy,,
Jenkins,Edgar,Lanier,,,01/04/1933,01/01/2012,2,U.S. Representative,Democrat,GA,9,01/04/1977,01/03/1993,Baptist,White,Professional degree,Law,,,,,Army,Coast Guard,
Jenkins,Evan,,,,09/12/1960,,2,U.S. Representative,Republican,WV,3,01/03/2015,01/03/2019,Presbyterian,White,Professional degree,Law,Public service/politics,,,,Did not serve,,
Jenkins,Lynn,,,,06/10/1963,,1,U.S. Representative,Republican,KS,2,01/06/2009,01/03/2019,United Methodist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Jenkins,Mitchell,,,,01/24/1896,09/15/1977,2,U.S. Representative,Republican,PA,11,01/03/1947,01/03/1949,Not specified,White,Professional degree,Law,,,,,National Guard-Pennsylvania,,
Jenkins,Thomas,Albert,,,10/28/1880,12/21/1959,2,U.S. Representative,Republican,OH,10,01/03/1945,01/03/1959,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Jenkins,William,L.,,Bill,11/29/1936,,2,U.S. Representative,Republican,TN,1,01/07/1997,01/03/2007,Baptist,White,Professional degree,Agriculture,Law,,,,Army,,
Jennings,John,,Jr.,,06/06/1880,02/27/1956,2,U.S. Representative,Republican,TN,2,12/30/1939,01/03/1952,Not specified,White,Bachelor's degree,Education,Law,,,,Did not serve,,
Jennings,William,Pat,,,08/20/1919,08/02/1994,2,U.S. Representative,Democrat,VA,9,01/05/1955,01/03/1967,Methodist,White,Bachelor's degree,Agriculture,Business or banking,Education,,,Army,Army National Guard,Army National Guard
Jenrette,John,Wilson,Jr.,,05/19/1936,,2,U.S. Representative,Democrat,SC,6,01/14/1975,01/03/1981,Methodist,White,Professional degree,Law,,,,,Air Force Reserve,,
Jensen,Benton,Franklin,,,12/16/1892,02/05/1970,2,U.S. Representative,Republican,IA,7,01/03/1945,01/03/1965,Lutheran,White,High School graduate,Business or banking,,,,,Army,,
Jindal,Bobby,,,,06/10/1971,,2,U.S. Representative,Republican,LA,1,01/03/2005,01/14/2008,Roman Catholic,Asian American,Master's degree,Education,,,,,Did not serve,,
Joelson,Charles,Samuel,,,01/27/1916,08/17/1999,2,U.S. Representative,Democrat,NJ,8,01/03/1961,09/04/1969,Jewish,White,Professional degree,Law,Public service/politics,,,,Navy,,
Johansen,August,Edgar,,,07/21/1905,04/16/1995,2,U.S. Representative,Republican,MI,3,01/05/1955,01/03/1965,Congregationalist,White,Doctorate degree,Clergy,Congressional Aide,Education,Journalism,,Did not serve,,
John,Christopher,,,Chris,01/05/1960,,2,U.S. Representative,Democrat,LA,7,01/07/1997,01/03/2005,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Johnson,Albert,Walter,,,04/17/1906,09/01/1998,2,U.S. Representative,Republican,PA,23,11/05/1963,01/03/1977,Protestant,White,Professional degree,Law,,,,,Did not serve,,
Johnson,Anton,Joseph,,,10/20/1878,04/16/1958,2,U.S. Representative,Republican,IL,14,01/03/1945,01/03/1949,Not specified,White,High School graduate,Agriculture,,,,,National Guard-Illinois,,
Johnson,Bill,,,,11/10/1954,,2,U.S. Representative,Republican,OH,6,01/20/2011,01/03/2023,Protestant,White,Master's degree,Business or banking,,,,,U.S. Air Force,,
Johnson,Byron,Lindberg,,,10/12/1917,01/06/2000,2,U.S. Representative,Democrat,CO,2,01/07/1959,01/03/1961,Congregationalist,White,Doctorate degree,Education,Misc.,Public service/politics,,,Did not serve,,
Johnson,Don,,,,01/30/1948,,2,U.S. Representative,Democrat,GA,10,01/05/1993,01/03/1995,Baptist,White,Professional degree,Law,,,,,Air Force,,
Johnson,Dusty,,,,09/30/1976,,2,U.S. Representative,Republican,SD,AL,01/20/2019,01/03/2023,Christian,White,Master's degree,,,,,,,,
Johnson,Eddie,Bernice,,,12/03/1935,,1,U.S. Representative,Democrat,TX,30,01/03/1993,01/03/2023,Baptist,African American,Master's degree,Business or banking,Misc.,,,,Did not serve,,
Johnson,Glen,Dale,,,09/11/1911,02/10/1983,2,U.S. Representative,Democrat,OK,4,01/03/1947,01/03/1949,Not specified,White,Professional degree,Law,,,,,Army,,
Johnson,Harold,Terry,,,12/02/1907,03/16/1988,2,U.S. Representative,Democrat,CA,2,01/07/1959,01/13/1975,Presbyterian,White,High School graduate,Labor leader,Public service/politics,,,,Did not serve,,
Johnson,Harold,Terry,,,12/02/1907,03/16/1988,2,U.S. Representative,Democrat,CA,1,01/14/1975,01/03/1981,Presbyterian,White,High School graduate,Labor leader,Public service/politics,,,,Did not serve,,
Johnson,Henry,,Jr.,Hank,10/02/1954,,2,U.S. Representative,Democrat,GA,4,01/20/2007,01/03/2023,Buddhist,African American,Professional degree,Law,,,,,Did not serve,,
Johnson,James,Paul,,,06/02/1930,,2,U.S. Representative,Republican,CO,4,01/03/1973,01/03/1981,Presbyterian,White,Professional degree,Law,,,,,Marine Corps,,
Johnson,Jay,W.,,,09/30/1943,,2,U.S. Representative,Democrat,WI,8,01/07/1997,01/03/1999,Presbyterian,White,Master's degree,Journalism,,,,,Army,,
Johnson,Jed,Joseph,Jr.,,12/17/1939,12/16/1993,2,U.S. Representative,Democrat,OK,6,01/04/1965,01/03/1967,Not specified,White,Bachelor's degree,Agriculture,Congressional Aide,Public service/politics,,,Did not serve,,
Johnson,Jed,Joseph,Sr.,,07/31/1888,05/08/1963,2,U.S. Representative,Democrat,OK,6,01/03/1927,01/03/1947,Not specified,White,Professional degree,,,,,,,,
Johnson,Justin,Leroy,,,04/08/1888,03/26/1961,2,U.S. Representative,Republican,CA,3,01/03/1945,01/02/1953,Not specified,White,Professional degree,Law,,,,,Air Force,,
Johnson,Justin,Leroy,,,04/08/1888,03/26/1961,2,U.S. Representative,Republican,CA,11,01/03/1953,01/03/1957,Not specified,White,Professional degree,Law,,,,,Air Force,,
Johnson,Lester,Roland,,,06/16/1901,07/24/1975,2,U.S. Representative,Democrat,WI,9,01/06/1954,01/03/1965,Lutheran,White,Professional degree,Business or banking,Law,,,,Did not serve,,
Johnson,Luthur,Alexander,,,10/29/1875,06/06/1965,2,U.S. Representative,Democrat,TX,6,01/03/1945,07/17/1946,Not specified,White,Professional degree,Law,,,,,,,
Johnson,Lyndon,Baines,,,08/27/1908,01/22/1973,2,U.S. Representative,Democrat,TX,10,04/10/1937,01/03/1949,Disciples of Christ,White,Bachelor's degree,Congressional Aide,Education,,,,Navy,,
Johnson,Mike,,,,01/30/1972,,2,U.S. Representative,Republican,LA,4,01/20/2017,01/03/2023,Southern Baptist,White,Professional degree,Law,,,,,,,
Johnson,Nancy,Lee,,,01/05/1935,,1,U.S. Representative,Republican,CT,6,01/03/1983,01/03/2003,Unitarian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Johnson,Nancy,Lee,,,01/05/1935,,1,U.S. Representative,Republican,CT,5,01/03/2003,01/03/2007,Unitarian,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Johnson,Noble,Jacob,,,08/23/1887,03/17/1968,2,U.S. Representative,Republican,IN,6,01/03/1945,01/03/1949,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Johnson,Sam,,,,10/11/1930,05/27/2020,2,U.S. Representative,Republican,TX,3,05/08/1991,01/03/2019,Methodist,White,Bachelor's degree,Construction/building trades,Military,,,,Air Force,,
Johnson,Thomas,Francis,,,06/26/1909,02/01/1988,2,U.S. Representative,Democrat,MD,1,01/07/1959,01/03/1963,Episcopalian,White,Bachelor's degree,Agriculture,Business or banking,Law,,,Did not serve,,
Johnson,Tim,P.,,Tim,12/28/1946,,2,U.S. Representative,Democrat,SD,AL,01/06/1987,01/03/1997,Lutheran,White,Professional degree,Law,,,,,Army,,
Johnson,Timothy,V.,,,07/23/1946,,2,U.S. Representative,Republican,IL,15,01/03/2001,01/03/2013,Assembly of God,White,Professional degree,Law,,,,,Did not serve,,
Johnston,Harry,A.,,,12/02/1931,,2,U.S. Representative,Democrat,FL,14,01/03/1989,01/04/1993,Presbyterian,White,Professional degree,Law,,,,,Army,,
Johnston,Harry,A.,,,12/02/1931,,2,U.S. Representative,Democrat,FL,19,01/05/1993,01/03/1997,Presbyterian,White,Professional degree,Law,,,,,Army,,
Johnston,Walter,Eugene,,,03/03/1936,03/28/2018,2,U.S. Representative,Republican,NC,6,01/05/1981,01/03/1983,Methodist,White,Bachelor's degree,Business or banking,Public service/politics,,,,Army,,
Jolly,David,,,,10/31/1972,,2,U.S. Representative,Republican,FL,13,03/13/2014,01/03/2017,Baptist,White,Professional degree,Law,,,,,Did not serve,,
Jonas,Charles,Raper,,,12/09/1904,11/28/1988,2,U.S. Representative,Republican,NC,10,01/03/1953,01/08/1963,Methodist,White,Professional degree,Law,,,,,National Coast Guard-North Carolina,,
Jonas,Charles,Raper,,,12/09/1904,11/28/1988,2,U.S. Representative,Republican,NC,9,01/03/1969,01/03/1973,Methodist,White,Professional degree,Law,,,,,National Coast Guard-North Carolina,,
Jonas,Charles,Raper,,,12/09/1904,11/28/1988,2,U.S. Representative,Republican,NC,8,01/09/1963,01/02/1969,Methodist,White,Professional degree,Law,,,,,National Coast Guard-North Carolina,,
Jonas,Edgar,Allan,,,10/14/1885,11/14/1965,2,U.S. Representative,Republican,IL,12,01/03/1949,01/03/1955,Not specified,White,Professional degree,Law,Public service/politics,,,,Did not serve,,
Jones,Ben,,,,08/30/1941,,2,U.S. Representative,Democrat,GA,4,01/03/1989,01/03/1993,Baptist,White,High School graduate,Acting/entertainer,,,,,Did not serve,,
Jones,Brenda,,,,10/24/1959,,1,U.S. Representative,Democrat,MI,13,11/29/2018,01/03/2019,Not specified,African American,Bachelor's degree,,,,,,,,
Jones,Edward,,,,04/20/1912,12/11/1999,2,U.S. Representative,Democrat,TN,7,01/03/1973,01/02/1983,Presbyterian,White,Bachelor's degree,Agriculture,,,,,Did not serve,,
Jones,Edward,,,,04/20/1912,12/11/1999,2,U.S. Representative,Democrat,TN,8,01/03/1983,01/03/1989,Presbyterian,White,Bachelor's degree,Agriculture,,,,,Did not serve,,
Jones,Edward,,,,04/20/1912,12/11/1999,2,U.S. Representative,Democrat,TN,8,03/25/1969,01/02/1973,Presbyterian,White,Bachelor's degree,Agriculture,,,,,Did not serve,,
Jones,Hamilton,Chamberlain,,,09/26/1884,08/10/1957,2,U.S. Representative,Democrat,NC,10,01/03/1947,01/03/1953,Episcopalian,White,Master's degree,Agriculture,Law,,,,Did not serve,Reserve,Reserve
Jones,Homer,Raymond,,,09/03/1893,11/26/1970,2,U.S. Representative,Republican,WA,1,01/03/1947,01/03/1949,Not specified,White,High School graduate,Construction/building trades,Public service/politics,,,,Navy,,
Jones,James,Robert,,,05/05/1939,,2,U.S. Representative,Democrat,OK,1,01/03/1973,01/03/1987,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Jones,Mondaire,,,,05/18/1987,,2,U.S. Representative,Democrat,NY,17,01/03/2021,01/03/2023,Baptist,Not specified,Professional degree,,,,,,,,
Jones,Paul,Caruthers,,,03/12/1901,02/10/1981,2,U.S. Representative,Democrat,MO,10,12/31/1948,01/03/1969,Disciples of Christ,White,Professional degree,Misc.,Public service/politics,,,,State Guard-Missouri,,
Jones,Robert,Emmett,Jr.,,06/12/1912,06/04/1997,4,U.S. Representative,Democrat,AL,5,01/03/1973,01/03/1977,Methodist,White,Professional degree,Law,,,,,Navy,,
Jones,Robert,Emmett,Jr.,,06/12/1912,06/04/1997,4,U.S. Representative,Democrat,AL,8,01/04/1965,01/02/1973,Methodist,White,Professional degree,Law,,,,,Navy,,
Jones,Robert,Emmett,Jr.,,06/12/1912,06/04/1997,4,U.S. Representative,Democrat,AL,AL,01/09/1963,01/03/1965,Methodist,White,Professional degree,Law,,,,,Navy,,
Jones,Robert,Emmett,Jr.,,06/12/1912,06/04/1997,4,U.S. Representative,Democrat,AL,8,02/05/1947,01/08/1963,Methodist,White,Professional degree,Law,,,,,Navy,,
Jones,Robert,Franklin,,,06/25/1907,06/22/1968,2,U.S. Representative,Republican,OH,4,01/03/1945,09/02/1947,Not specified,White,Professional degree,Law,,,,,,,
Jones,Stephanie,Tubbs,,,09/10/1949,08/20/2008,1,U.S. Representative,Democrat,OH,11,01/03/1999,08/20/2008,Baptist,African American,Professional degree,Law,,,,,Did not serve,,
Jones,Walter,Beaman,Jr.,,02/10/1943,02/10/2019,2,U.S. Representative,Republican,NC,3,01/04/1995,02/10/2019,Roman Catholic,White,Bachelor's degree,Business or banking,,,,,National Guard-North Carolina,,
Jones,Walter,Beaman,Sr.,,08/19/1913,09/15/1992,2,U.S. Representative,Democrat,NC,1,02/10/1966,01/03/1993,Baptist,White,Bachelor's degree,Business or banking,,,,,Did not serve,,
Jones,Woodrow,Wilson,,,01/26/1914,11/25/2002,2,U.S. Representative,Democrat,NC,11,11/30/1950,01/03/1957,Baptist,White,Professional degree,Law,,,,,Navy,,
Jonkman,Bartel,John,,,04/28/1884,06/13/1955,2,U.S. Representative,Republican,MI,5,01/03/1945,01/03/1949,Not specified,White,Professional degree,Law,,,,,Did not serve,,
Jontz,James,,,,12/18/1951,,2,U.S. Representative,Democrat,IN,5,01/06/1987,01/03/1993,Methodist,White,Bachelor's degree,Public service/politics,,,,,Did not serve,,
Jordan,Barbara,Charline,,,02/21/1936,01/17/1996,1,U.S. Representative,Democrat,TX,18,01/03/1973,01/03/1979,Baptist,African American,Professional degree,Law,,,,,Did not serve,,
Jordan,Jim,,,,02/17/1964,,2,U.S. Representative,Republican,OH,4,01/20/2007,01/03/2023,Christian,White,Professional degree,Sports,,,,,Did not serve,,
Joyce,David,,,,03/17/1957,,2,U.S. Representative,Republican,OH,14,01/20/2013,01/03/2023,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Joyce,John,,,,02/08/1957,,2,U.S. Representative,Republican,PA,13,01/20/2019,01/03/2023,Roman Catholic,White,Professional degree,,,,,,,,
Judd,Walter,Henry,,,09/25/1898,02/13/1994,2,U.S. Representative,Republican,MN,5,01/03/1945,01/03/1963,Congregationalist,White,Professional degree,Education,Medicine,,,,Army,,
Kagen,Steven,L.,,,12/12/1949,,2,U.S. Representative,Democrat,WI,8,01/03/2007,01/03/2011,Jewish,White,Professional degree,Medicine,,,,,Did not serve,,
Kanjorski,Paul,Edmund,,,04/02/1937,,2,U.S. Representative,Democrat,PA,11,01/03/1985,01/03/2011,Roman Catholic,White,Professional degree,Law,,,,,Army,,
Kaptur,Marcia,Carolyn,,Marcy,06/17/1946,,1,U.S. Representative,Democrat,OH,9,01/03/1983,01/03/2023,Roman Catholic,White,Master's degree,Public service/politics,,,,,Did not serve,,
Karst,Raymond,Willard,,,12/31/1902,10/04/1987,2,U.S. Representative,Democrat,MO,12,01/03/1949,01/03/1952,Not specified,White,Professional degree,Law,,,,,Army,,
Karsten,Frank,Melvin,,,01/07/1913,05/14/1992,2,U.S. Representative,Democrat,MO,13,01/03/1947,01/02/1953,Episcopalian,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Karsten,Frank,Melvin,,,01/07/1913,05/14/1992,2,U.S. Representative,Democrat,MO,1,01/03/1953,01/03/1969,Episcopalian,White,Professional degree,Congressional Aide,Law,,,,Did not serve,,
Karth,Joseph,Edward,,,08/26/1922,05/29/2005,2,U.S. Representative,Democrat,MN,4,01/07/1959,01/03/1977,Presbyterian,White,High School graduate,Labor leader,Misc.,Public service/politics,,,Army,,
Kasem,George,Albert,,,04/06/1919,02/11/2002,2,U.S. Representative,Democrat,CA,25,01/07/1959,01/03/1961,Congregationalist,White,Bachelor's degree,Law,,,,,Army Air Force,,
Kasich,John,R.,,,05/13/1952,,2,U.S. Representative,Republican,OH,12,01/03/1983,01/03/2001,Christian,White,Bachelor's degree,Congressional Aide,,,,,Did not serve,,
Kasten,Robert,Walter,Jr.,,06/19/1942,,2,U.S. Representative,Republican,WI,9,01/14/1975,01/03/1979,Episcopalian,White,Master's degree,Business or banking,,,,,Air Force,,
Kastenmeier,Robert,William,,,01/24/1924,03/20/2015,4,U.S. Representative,Democrat,WI,2,01/07/1959,01/03/1991,Not specified,White,Professional degree,Law,,,,,Army,,
Katko,John,,,,11/09/1962,,2,U.S. Representative,Republican,NY,24,01/20/2015,01/03/2023,Roman Catholic,White,Professional degree,Law,,,,,Did not serve,,
Kazen,Abraham,,Jr.,,01/17/1919,11/29/1987,2,U.S. Representative,Democrat,TX,23,01/10/1967,01/03/1985,Roman Catholic,White,Professional degree,Law,,,,,Air Force,National Guard-New York,
Kean,Robert,Winthrop,,,09/28/1893,09/21/1980,2,U.S. Representative,Republican,NJ,12,01/03/1945,01/03/1959,Not specified,White,Bachelor's degree,Business or banking,,,,,Army,,
Kearney,Bernard,William,,,05/23/1889,06/03/1976,2,U.S. Representative,Republican,NY,31,01/03/1945,01/02/1953,Not specified,White,Professional degree,Law,Military,,,,National Guard-New York,,
Kearney,Bernard,William,,,05/23/1889,06/03/1976,2,U.S. Representative,Republican,NY,32,01/03/1953,01/03/1959,Not specified,White,Professional degree,Law,Military,,,,National Guard-New York,,
Kearns,Carroll,Dudley,,,05/07/1900,06/11/1976,2,U.S. Representative,Republican,PA,28,01/03/1947,01/02/1953,Lutheran,White,Master's degree,Acting/entertainer,Business or banking,Education,,,Did not serve,,
Kearns,Carroll,Dudley,,,05/07/1900,06/11/1976,2,U.S. Representative,Republican,PA,24,01/03/1953,01/03/1963,Lutheran,White,Master's degree,Acting/entertainer,Business or banking,Education,,,Did not serve,,
Keating,Kenneth,Barnard,,,05/18/1900,05/05/1975,2,U.S. Representative,Republican,NY,40,01/03/1947,01/02/1953,Presbyterian,White,Professional degree,Law,,,,,Army,Navy,
